vehicle_id,date,daily_miles,total_mileage,engine_temp,oil_level,error_code,hardware_failure
V008,2025-03-05,66.24,337.22,96.26,3.45,NONE,0
V008,2025-03-06,81.18,418.41,90.63,3.7,P0171,0
V008,2025-03-07,52.21,470.61,76.77,3.95,P0455,0
V008,2025-03-08,126.57,597.19,88.63,4.41,NONE,0
V008,2025-03-09,91.9,689.08,89.27,4.89,P0300,0
V008,2025-03-10,74.95,764.03,86.96,4.82,P0171,0
V008,2025-03-11,64.92,828.95,83.6,3.71,P0455,0
V008,2025-03-12,62.59,891.54,80.08,3.27,NONE,0
V008,2025-03-13,83.6,975.14,91.96,3.28,NONE,0
V008,2025-03-14,110.29,1085.43,88.87,3.18,NONE,0
V008,2025-03-15,60.35,1145.78,83.88,2.95,P0455,0
V008,2025-03-16,60.62,1206.39,87.76,3.81,NONE,0
V008,2025-03-17,67.97,1274.36,86.6,3.92,P0420,0
V008,2025-03-18,107.95,1382.31,84.62,3.88,P0171,0
V008,2025-03-19,82.5,1464.82,82.85,4.88,NONE,0
V008,2025-03-20,104.12,1568.94,86.92,4.71,P0171,0
V008,2025-03-21,65.96,1634.9,81.69,4.03,NONE,0
V008,2025-03-22,102.99,1737.89,83.5,4.75,P0455,0
V008,2025-03-23,55.12,1793.01,81.54,4.45,P0300,0
V008,2025-03-24,96.06,1889.07,82.2,3.56,P0420,0
V008,2025-03-25,66.53,1955.6,86.39,4.06,NONE,0
V008,2025-03-26,124.45,2080.05,78.81,2.92,P0171,0
V008,2025-03-27,92.68,2172.73,87.07,3.04,NONE,0
V008,2025-03-28,104.49,2277.22,93.12,3.87,NONE,0
V008,2025-03-29,68.85,2346.07,78.15,3.99,P0171,0
V008,2025-03-30,86.29,2432.36,84.99,2.84,NONE,0
V008,2025-03-31,63.93,2496.29,93.2,3.57,P0171,0
V008,2025-04-01,99.53,2595.81,90.52,4.98,P0455,0
V008,2025-04-02,91.38,2687.19,93.14,3.19,P0171,0
V008,2025-04-03,57.98,2745.18,81.44,3.39,NONE,0
V008,2025-04-04,80.68,2825.86,81.15,2.67,NONE,0
V008,2025-04-05,67.56,2893.42,88.51,3.85,NONE,0
V008,2025-04-06,86.62,2980.04,89.17,3.83,NONE,0
V008,2025-04-07,56.55,3036.59,78.83,4.17,P0171,1
V008,2025-04-08,113.45,3150.04,87.1,3.66,P0171,1
V008,2025-04-09,81.93,3231.97,81.6,4.89,P0420,0
V008,2025-04-10,90.78,3322.74,80.4,3.0,P0300,0
V008,2025-04-11,61.7,3384.44,85.41,3.63,P0420,0
V008,2025-04-12,65.29,3449.73,91.18,4.16,P0171,0
V008,2025-04-13,69.32,3519.06,77.96,2.88,NONE,0
V008,2025-04-14,104.26,3623.32,85.71,3.8,P0171,0
V008,2025-04-15,65.02,3688.33,86.13,4.39,NONE,0
V008,2025-04-16,82.67,3771.0,84.24,4.46,P0171,1
V008,2025-04-17,58.59,3829.59,80.55,3.4,P0455,1
V008,2025-04-18,43.28,3872.87,87.54,3.49,P0420,0
V008,2025-04-19,123.11,3995.98,79.34,3.79,NONE,0
V008,2025-04-20,79.88,4075.86,89.19,4.98,NONE,0
V008,2025-04-21,72.3,4148.16,87.32,4.83,NONE,0
V008,2025-04-22,81.64,4229.8,84.51,3.45,NONE,0
V008,2025-04-23,91.37,4321.17,88.0,3.26,NONE,0
V008,2025-04-24,76.5,4397.67,81.22,2.93,NONE,0
V008,2025-04-25,59.27,4456.94,91.57,4.94,P0300,1
V008,2025-04-26,101.72,4558.66,87.37,2.83,NONE,0
V008,2025-04-27,129.3,4687.96,83.5,4.41,P0455,1
V008,2025-04-28,80.21,4768.16,78.44,3.5,P0300,0
V008,2025-04-29,72.57,4840.73,80.04,2.67,NONE,0
V009,2025-03-01,81.13,81.13,87.65,4.91,P0455,0
V009,2025-03-02,43.95,125.08,81.77,3.77,P0171,0
V009,2025-03-03,61.21,186.3,84.28,4.1,NONE,0
V009,2025-03-04,90.8,277.1,78.59,4.13,P0420,1
V009,2025-03-05,75.73,352.83,92.45,2.65,P0455,0
V009,2025-03-06,68.73,421.56,82.95,2.8,NONE,0
V009,2025-03-07,67.73,489.29,83.49,4.23,NONE,0
V009,2025-03-08,80.31,569.6,81.36,4.99,NONE,0
V009,2025-03-09,88.74,658.34,90.95,3.27,NONE,0
V009,2025-03-10,89.99,748.33,96.44,3.57,P0300,0
V009,2025-03-11,52.66,801.0,83.88,3.42,NONE,0
V009,2025-03-12,104.16,905.15,83.42,4.33,P0455,1
V009,2025-03-13,68.47,973.62,72.04,2.55,P0420,0
V009,2025-03-14,97.26,1070.88,81.02,2.84,P0171,0
V009,2025-03-15,50.42,1121.31,85.92,2.53,NONE,0
V009,2025-03-16,60.12,1181.42,84.85,3.87,P0300,1
V009,2025-03-17,103.93,1285.35,84.21,2.75,NONE,0
V009,2025-03-18,56.14,1341.49,84.8,3.31,NONE,0
V009,2025-03-19,76.54,1418.03,93.56,3.44,NONE,0
V009,2025-03-20,62.5,1480.54,73.62,4.46,P0300,1
V009,2025-03-21,66.62,1547.16,90.2,4.22,NONE,0
V009,2025-03-22,48.02,1595.17,82.97,4.6,P0420,0
V009,2025-03-23,123.15,1718.32,81.97,4.15,P0455,0
V009,2025-03-24,85.53,1803.85,89.0,4.03,NONE,0
V009,2025-03-25,80.64,1884.49,81.23,2.88,P0455,0
V009,2025-03-26,81.77,1966.26,93.61,4.2,P0420,0
V009,2025-03-27,72.69,2038.96,85.92,2.68,NONE,0
V009,2025-03-28,63.95,2102.91,91.49,3.24,P0420,1
V009,2025-03-29,104.01,2206.92,81.72,4.15,NONE,0
V009,2025-03-30,70.97,2277.89,82.82,2.75,P0420,1
V009,2025-03-31,103.71,2381.6,88.59,3.16,P0171,0
V009,2025-04-01,92.14,2473.74,91.56,3.45,NONE,0
V009,2025-04-02,73.55,2547.29,83.75,4.04,P0171,0
V009,2025-04-03,92.83,2640.12,91.12,3.83,NONE,0
V009,2025-04-04,67.13,2707.25,89.64,4.95,NONE,0
V009,2025-04-05,109.11,2816.37,94.0,4.37,P0171,0
V009,2025-04-06,90.77,2907.13,90.36,2.82,P0171,1
V009,2025-04-07,91.14,2998.27,83.95,3.06,P0455,0
V009,2025-04-08,59.1,3057.37,75.17,3.6,P0420,0
V009,2025-04-09,91.59,3148.96,85.74,3.1,P0455,0
V009,2025-04-10,75.57,3224.54,83.62,4.72,P0171,0
V009,2025-04-11,53.19,3277.73,89.57,4.54,NONE,0
V009,2025-04-12,76.66,3354.38,86.41,4.39,P0455,0
V009,2025-04-13,104.27,3458.66,84.3,4.32,NONE,0
V009,2025-04-14,93.26,3551.92,90.87,2.94,P0300,0
V009,2025-04-15,86.53,3638.44,85.15,4.84,NONE,0
V009,2025-04-16,87.99,3726.43,81.74,4.54,P0420,0
V009,2025-04-17,80.61,3807.04,77.54,4.6,P0300,0
V009,2025-04-18,86.18,3893.22,93.51,3.98,P0455,0
V009,2025-04-19,42.02,3935.24,85.39,3.91,P0171,0
V009,2025-04-20,95.07,4030.3,86.91,4.09,P0171,0
V009,2025-04-21,67.55,4097.86,87.39,3.65,P0300,0
V009,2025-04-22,75.82,4173.68,80.75,4.5,P0420,0
V009,2025-04-23,85.21,4258.89,78.0,4.33,P0420,0
V009,2025-04-24,56.08,4314.97,87.22,3.39,P0455,0
V009,2025-04-25,85.56,4400.53,92.27,2.51,P0420,0
V009,2025-04-26,64.3,4464.83,88.24,4.9,P0455,0
V009,2025-04-27,51.0,4515.84,79.47,2.87,NONE,0
V009,2025-04-28,94.45,4610.28,83.14,4.99,P0300,0
V009,2025-04-29,63.66,4673.94,74.53,4.31,P0171,0
V010,2025-03-01,84.49,84.49,89.66,3.48,P0300,0
V010,2025-03-02,113.62,198.12,81.25,2.51,NONE,0
V010,2025-03-03,49.49,247.6,91.31,4.49,NONE,0
V010,2025-03-04,83.62,331.22,80.82,3.7,P0171,0
V010,2025-03-05,68.72,399.94,85.92,3.95,NONE,0
V010,2025-03-06,117.23,517.17,94.43,4.01,NONE,0
V010,2025-03-07,100.48,617.65,87.96,3.17,P0420,0
V010,2025-03-08,79.86,697.51,91.56,2.69,NONE,0
V010,2025-03-09,76.6,774.1,82.73,4.46,P0300,0
V010,2025-03-10,98.96,873.06,88.41,3.79,P0455,0
V010,2025-03-11,57.17,930.23,84.03,3.32,P0455,0
V010,2025-03-12,63.13,993.36,84.32,3.05,P0171,0
V010,2025-03-13,110.27,1103.63,88.15,5.0,P0455,0
V010,2025-03-14,83.8,1187.43,87.88,3.55,NONE,0
V010,2025-03-15,104.42,1291.85,87.91,2.8,P0171,0
V010,2025-03-16,102.95,1394.8,83.48,3.46,P0420,0
V010,2025-03-17,117.69,1512.49,92.72,2.96,NONE,0
V010,2025-03-18,51.78,1564.27,79.13,2.57,P0300,0
V010,2025-03-19,82.82,1647.09,76.16,3.25,NONE,0
V010,2025-03-20,100.66,1747.75,84.03,4.6,P0455,0
V010,2025-03-21,90.27,1838.02,82.34,3.65,NONE,0
V010,2025-03-22,57.77,1895.79,84.74,2.7,P0300,1
V010,2025-03-23,79.45,1975.24,93.86,3.59,NONE,0
V010,2025-03-24,98.0,2073.24,88.89,2.9,P0171,0
V010,2025-03-25,60.03,2133.28,86.51,4.38,P0455,0
V010,2025-03-26,87.07,2220.35,85.61,2.67,P0455,0
V010,2025-03-27,78.0,2298.34,83.98,3.15,NONE,0
V010,2025-03-28,87.1,2385.44,83.89,3.12,NONE,0
V010,2025-03-29,98.27,2483.72,80.98,3.62,P0300,0
V010,2025-03-30,69.48,2553.19,84.93,2.66,P0420,1
V010,2025-03-31,31.52,2584.71,89.42,3.37,NONE,0
V010,2025-04-01,84.94,2669.65,85.44,3.9,NONE,0
V010,2025-04-02,48.75,2718.4,82.35,4.33,P0455,1
V010,2025-04-03,57.79,2776.19,87.84,3.91,NONE,0
V010,2025-04-04,89.33,2865.52,84.82,4.02,NONE,0
V010,2025-04-05,63.83,2929.35,83.42,2.88,P0455,0
V010,2025-04-06,65.31,2994.66,80.95,4.63,P0300,0
V010,2025-04-07,100.35,3095.01,98.32,2.79,NONE,0
V010,2025-04-08,88.58,3183.59,88.47,2.67,P0171,1
V010,2025-04-09,87.59,3271.18,94.06,2.7,NONE,0
V010,2025-04-10,58.56,3329.73,70.39,2.91,P0455,0
V010,2025-04-11,71.03,3400.77,95.05,3.53,P0171,0
V010,2025-04-12,92.38,3493.15,95.29,2.66,P0300,0
V010,2025-04-13,107.94,3601.09,85.29,3.65,P0420,0
V010,2025-04-14,67.08,3668.17,81.0,2.91,P0171,1
V010,2025-04-15,103.24,3771.41,81.16,3.8,NONE,0
V010,2025-04-16,86.46,3857.87,83.74,4.7,P0171,0
V010,2025-04-17,72.79,3930.66,87.56,3.63,P0455,0
V010,2025-04-18,97.66,4028.33,84.61,3.85,NONE,0
V010,2025-04-19,60.53,4088.86,84.97,4.14,P0300,1
V010,2025-04-20,71.47,4160.33,90.74,4.44,P0455,0
V010,2025-04-21,43.38,4203.72,86.0,4.48,NONE,0
V010,2025-04-22,117.47,4321.18,90.4,4.49,P0300,1
V010,2025-04-23,95.31,4416.49,84.04,3.83,NONE,0
V010,2025-04-24,89.69,4506.18,80.77,4.48,P0171,0
V010,2025-04-25,96.68,4602.86,82.86,4.77,NONE,0
V010,2025-04-26,73.3,4676.16,82.98,2.96,P0455,0
V010,2025-04-27,85.96,4762.12,88.8,2.88,P0455,0
V010,2025-04-28,121.25,4883.37,79.66,2.71,P0171,0
V010,2025-04-29,83.83,4967.21,86.21,3.76,P0455,0
V011,2025-03-01,78.41,78.41,87.26,4.96,P0420,0
V011,2025-03-02,102.97,181.38,92.16,2.91,NONE,0
V011,2025-03-03,76.26,257.64,89.93,2.91,P0455,0
V011,2025-03-04,80.65,338.29,83.67,3.82,NONE,0
V011,2025-03-05,91.59,429.89,86.63,2.7,NONE,0
V011,2025-03-06,63.89,493.78,87.98,4.65,P0300,0
V011,2025-03-07,83.37,577.15,91.59,4.28,P0420,0
V011,2025-03-08,73.93,651.07,75.22,4.55,P0300,0
V011,2025-03-09,37.56,688.64,81.96,3.74,P0455,1
V011,2025-03-10,70.03,758.67,89.96,2.93,NONE,0
V011,2025-03-11,96.81,855.48,87.73,2.75,P0171,0
V011,2025-03-12,68.69,924.18,82.95,3.37,P0455,0
V011,2025-03-13,112.31,1036.48,83.39,4.13,NONE,0
V011,2025-03-14,49.63,1086.12,91.22,4.6,P0300,0
V011,2025-03-15,88.07,1174.19,84.88,4.09,P0420,0
V011,2025-03-16,87.45,1261.64,81.05,3.31,P0171,1
V011,2025-03-17,70.71,1332.35,86.01,2.94,P0300,0
V011,2025-03-18,71.96,1404.31,87.62,4.59,NONE,0
V011,2025-03-19,97.43,1501.73,78.27,4.24,NONE,0
V011,2025-03-20,41.28,1543.01,85.63,3.03,NONE,0
V011,2025-03-21,90.28,1633.29,85.9,4.68,P0455,0
V011,2025-03-22,94.47,1727.76,88.34,4.16,P0300,0
V011,2025-03-23,88.2,1815.96,83.79,4.18,P0455,0
V011,2025-03-24,60.67,1876.63,85.75,3.62,P0300,0
V011,2025-03-25,102.14,1978.77,84.4,3.87,NONE,0
V011,2025-03-26,85.06,2063.83,84.68,2.78,P0300,1
V011,2025-03-27,69.29,2133.12,84.55,4.35,P0300,0
V011,2025-03-28,75.56,2208.69,87.11,4.65,P0455,0
V011,2025-03-29,90.26,2298.95,83.7,4.38,P0455,0
V011,2025-03-30,97.77,2396.72,82.37,3.2,P0171,1
V011,2025-03-31,87.35,2484.07,94.19,2.74,NONE,0
V011,2025-04-01,42.3,2526.36,83.52,4.0,P0420,0
V011,2025-04-02,58.93,2585.29,79.66,4.36,P0420,0
V011,2025-04-03,88.57,2673.86,89.5,3.98,P0171,0
V011,2025-04-04,77.91,2751.77,84.16,4.49,P0455,1
V011,2025-04-05,81.66,2833.43,82.66,4.99,P0171,0
V011,2025-04-06,81.4,2914.83,90.81,2.66,P0455,0
V011,2025-04-07,86.95,3001.78,90.82,2.79,NONE,0
V011,2025-04-08,99.5,3101.28,87.51,4.7,P0300,0
V011,2025-04-09,93.07,3194.35,98.44,3.58,NONE,0
V011,2025-04-10,66.92,3261.27,75.85,4.43,NONE,0
V011,2025-04-11,97.72,3358.98,86.15,3.61,P0455,0
V011,2025-04-12,112.25,3471.23,91.57,3.98,NONE,0
V011,2025-04-13,59.71,3530.94,88.91,3.78,NONE,0
V011,2025-04-14,75.08,3606.02,80.78,3.72,NONE,0
V011,2025-04-15,88.48,3694.51,85.72,4.0,NONE,0
V011,2025-04-16,80.87,3775.38,93.48,4.09,P0420,0
V011,2025-04-17,77.89,3853.27,84.08,3.4,NONE,0
V011,2025-04-18,67.76,3921.03,84.81,2.85,NONE,0
V011,2025-04-19,75.6,3996.63,74.66,2.99,P0300,0
V011,2025-04-20,49.91,4046.53,88.8,3.02,NONE,0
V011,2025-04-21,75.9,4122.43,85.03,2.52,P0171,0
V011,2025-04-22,73.82,4196.25,81.24,4.51,P0300,0
V011,2025-04-23,89.6,4285.85,98.65,3.23,P0171,0
V011,2025-04-24,76.8,4362.65,88.36,2.72,P0171,0
V011,2025-04-25,62.28,4424.93,86.34,3.36,P0171,0
V011,2025-04-26,101.52,4526.45,85.11,3.73,P0420,0
V011,2025-04-27,72.02,4598.46,81.74,3.49,NONE,0
V011,2025-04-28,43.94,4642.4,77.08,4.77,NONE,0
V011,2025-04-29,95.44,4737.84,92.66,3.27,P0300,0
V012,2025-03-01,70.34,70.34,85.73,3.14,NONE,0
V012,2025-03-02,82.9,153.24,81.93,4.22,P0171,0
V012,2025-03-03,74.63,227.87,80.54,3.64,P0171,0
V012,2025-03-04,62.24,290.1,83.47,3.55,P0455,1
V012,2025-03-05,77.37,367.48,85.38,2.7,NONE,0
V012,2025-03-06,90.24,457.72,84.16,4.17,P0420,0
V012,2025-03-07,58.19,515.91,92.05,3.98,NONE,0
V012,2025-03-08,84.13,600.04,88.79,4.68,NONE,0
V012,2025-03-09,67.75,667.79,86.81,4.76,P0171,0
V012,2025-03-10,81.17,748.96,81.28,2.86,NONE,0
V012,2025-03-11,79.34,828.3,83.96,3.24,NONE,0
V012,2025-03-12,133.56,961.86,82.57,2.61,NONE,0
V012,2025-03-13,83.2,1045.06,79.86,3.36,NONE,0
V012,2025-03-14,97.11,1142.16,91.44,4.61,P0455,0
V012,2025-03-15,67.08,1209.24,93.88,4.18,NONE,0
V012,2025-03-16,61.12,1270.36,79.53,4.47,P0300,0
V012,2025-03-17,107.85,1378.21,83.75,4.56,P0455,0
V012,2025-03-18,43.61,1421.83,81.53,3.96,NONE,0
V012,2025-03-19,106.09,1527.91,76.69,4.26,P0171,0
V012,2025-03-20,60.26,1588.18,92.41,2.92,P0300,0
V012,2025-03-21,57.89,1646.06,83.93,4.73,P0300,0
V012,2025-03-22,60.71,1706.78,82.85,2.56,P0171,0
V012,2025-03-23,106.21,1812.98,91.98,3.35,P0171,1
V012,2025-03-24,76.99,1889.97,81.43,3.28,NONE,0
V012,2025-03-25,99.3,1989.27,93.08,3.41,P0455,0
V012,2025-03-26,117.83,2107.09,82.69,2.85,NONE,0
V012,2025-03-27,70.52,2177.62,84.93,3.76,P0300,0
V012,2025-03-28,77.96,2255.57,87.05,2.6,NONE,0
V012,2025-03-29,78.23,2333.81,83.15,2.9,P0455,0
V012,2025-03-30,43.92,2377.73,83.23,4.75,P0300,0
V012,2025-03-31,93.94,2471.67,83.33,4.01,NONE,0
V012,2025-04-01,49.21,2520.88,77.57,3.35,P0171,0
V012,2025-04-02,56.12,2577.0,85.71,3.88,NONE,0
V012,2025-04-03,111.46,2688.46,86.25,4.58,NONE,0
V012,2025-04-04,43.98,2732.43,82.29,3.15,P0300,0
V012,2025-04-05,54.77,2787.2,80.67,4.92,NONE,0
V012,2025-04-06,40.41,2827.62,88.74,3.95,P0420,0
V012,2025-04-07,76.56,2904.18,79.46,4.07,P0420,0
V012,2025-04-08,29.39,2933.58,83.57,4.98,P0171,0
V012,2025-04-09,85.84,3019.41,89.5,3.92,P0300,0
V012,2025-04-10,55.41,3074.82,87.48,3.49,P0300,0
V012,2025-04-11,79.4,3154.22,82.16,3.86,P0455,0
V012,2025-04-12,85.07,3239.29,87.34,3.83,P0300,0
V012,2025-04-13,72.76,3312.06,86.4,4.49,P0420,0
V012,2025-04-14,92.43,3404.49,83.15,4.86,NONE,0
V012,2025-04-15,77.51,3482.0,79.14,4.95,P0171,0
V012,2025-04-16,102.52,3584.52,84.74,3.97,NONE,0
V012,2025-04-17,51.04,3635.56,80.79,3.01,P0455,0
V012,2025-04-18,68.09,3703.64,91.87,3.78,NONE,0
V012,2025-04-19,134.32,3837.96,83.65,4.66,P0420,0
V012,2025-04-20,78.9,3916.87,86.43,4.57,NONE,0
V012,2025-04-21,88.29,4005.16,92.46,4.89,P0455,0
V012,2025-04-22,76.05,4081.21,84.24,4.63,NONE,0
V012,2025-04-23,103.32,4184.53,83.98,4.73,P0171,0
V012,2025-04-24,91.87,4276.4,70.3,4.07,P0171,0
V012,2025-04-25,119.14,4395.54,83.79,4.31,P0420,0
V012,2025-04-26,64.54,4460.08,87.04,3.25,NONE,0
V012,2025-04-27,102.91,4562.99,82.34,3.2,P0455,0
V012,2025-04-28,99.06,4662.05,87.57,3.24,P0420,0
V012,2025-04-29,90.3,4752.35,88.58,2.86,NONE,0
V013,2025-03-01,96.01,96.01,88.77,4.15,P0300,0
V013,2025-03-02,91.69,187.7,87.25,4.03,P0300,0
V013,2025-03-03,79.47,267.17,80.59,2.69,P0171,1
V013,2025-03-04,47.19,314.36,76.84,2.67,NONE,0
V013,2025-03-05,64.15,378.51,83.46,4.52,P0171,0
V013,2025-03-06,80.6,459.12,88.04,3.25,NONE,0
V013,2025-03-07,80.02,539.14,80.91,4.49,P0171,0
V013,2025-03-08,76.42,615.56,85.41,2.68,NONE,0
V013,2025-03-09,47.85,663.41,81.19,3.08,NONE,0
V013,2025-03-10,97.46,760.87,81.85,4.82,NONE,0
V013,2025-03-11,96.59,857.45,84.03,3.3,NONE,0
V013,2025-03-12,49.18,906.64,84.34,4.1,P0300,0
V013,2025-03-13,81.2,987.84,86.39,3.39,NONE,0
V013,2025-03-14,62.91,1050.74,86.68,4.72,P0300,0
V013,2025-03-15,19.61,1070.35,85.92,3.96,P0455,0
V013,2025-03-16,67.02,1137.38,85.95,4.21,NONE,0
V013,2025-03-17,96.14,1233.52,80.13,4.56,NONE,0
V013,2025-03-18,84.73,1318.25,91.85,3.8,NONE,0
V013,2025-03-19,87.85,1406.1,82.46,3.18,P0171,1
V013,2025-03-20,43.33,1449.43,84.86,2.83,P0171,1
V013,2025-03-21,69.52,1518.95,85.76,4.37,P0300,0
V013,2025-03-22,67.48,1586.43,85.08,3.19,NONE,0
V013,2025-03-23,73.44,1659.87,85.78,4.6,P0300,1
V013,2025-03-24,62.83,1722.7,90.63,2.75,NONE,0
V013,2025-03-25,53.08,1775.78,80.9,4.61,P0420,0
V013,2025-03-26,100.55,1876.33,81.68,4.73,NONE,0
V013,2025-03-27,97.02,1973.35,84.31,3.44,P0171,0
V013,2025-03-28,78.69,2052.04,94.91,3.47,NONE,0
V013,2025-03-29,108.45,2160.49,89.63,2.51,P0420,0
V013,2025-03-30,90.44,2250.94,80.92,4.17,NONE,0
V013,2025-03-31,81.77,2332.71,85.99,3.25,P0455,0
V013,2025-04-01,84.07,2416.78,83.58,4.11,P0420,0
V013,2025-04-02,77.21,2493.99,82.75,4.89,NONE,0
V013,2025-04-03,23.35,2517.34,85.08,3.64,P0171,0
V013,2025-04-04,68.99,2586.33,78.9,3.42,NONE,0
V013,2025-04-05,104.7,2691.03,83.4,4.63,P0455,1
V013,2025-04-06,92.44,2783.47,79.31,3.68,NONE,0
V013,2025-04-07,74.54,2858.01,86.83,4.19,NONE,0
V013,2025-04-08,48.92,2906.94,89.09,2.84,P0420,0
V013,2025-04-09,105.49,3012.43,89.05,3.29,NONE,0
V013,2025-04-10,56.21,3068.64,93.21,4.28,NONE,0
V013,2025-04-11,83.85,3152.49,84.26,3.22,P0171,0
V013,2025-04-12,69.12,3221.6,84.19,2.78,NONE,0
V013,2025-04-13,45.12,3266.73,85.6,4.59,NONE,0
V013,2025-04-14,75.43,3342.15,80.03,3.73,NONE,0
V013,2025-04-15,95.58,3437.73,72.95,3.99,NONE,0
V013,2025-04-16,79.61,3517.35,83.69,4.91,NONE,0
V013,2025-04-17,120.36,3637.71,86.08,3.28,P0171,1
V013,2025-04-18,94.31,3732.01,88.59,3.8,P0420,0
V013,2025-04-19,75.25,3807.26,85.96,3.16,NONE,0
V013,2025-04-20,82.04,3889.3,92.75,3.37,P0420,0
V013,2025-04-21,99.77,3989.07,78.24,4.94,P0420,0
V013,2025-04-22,83.47,4072.54,86.22,4.45,P0171,1
V013,2025-04-23,34.53,4107.07,80.32,3.26,P0455,0
V013,2025-04-24,77.93,4185.0,76.78,4.37,NONE,0
V013,2025-04-25,66.1,4251.1,84.79,4.89,NONE,0
V013,2025-04-26,80.42,4331.52,86.15,4.91,P0300,1
V013,2025-04-27,75.89,4407.41,81.75,3.06,NONE,0
V013,2025-04-28,72.5,4479.9,83.41,4.06,P0455,0
V013,2025-04-29,87.87,4567.77,92.06,2.87,P0455,0
V014,2025-03-01,89.96,89.96,90.7,3.47,P0171,0
V014,2025-03-02,56.6,146.56,89.24,3.36,P0300,0
V014,2025-03-03,75.32,221.88,87.33,3.67,NONE,0
V014,2025-03-04,86.6,308.48,88.1,2.66,P0420,0
V014,2025-03-05,63.3,371.78,95.45,2.84,NONE,0
V014,2025-03-06,80.76,452.54,87.92,3.1,NONE,0
V014,2025-03-07,120.47,573.01,85.03,2.69,NONE,0
V014,2025-03-08,96.83,669.84,81.91,3.65,P0171,0
V014,2025-03-09,35.76,705.6,92.67,2.61,NONE,0
V014,2025-03-10,75.99,781.59,78.84,3.02,P0455,1
V014,2025-03-11,71.42,853.0,87.94,4.9,P0171,0
V014,2025-03-12,80.96,933.96,86.66,3.15,P0455,0
V014,2025-03-13,120.49,1054.45,78.18,2.68,P0171,0
V014,2025-03-14,83.25,1137.71,85.21,2.98,P0171,0
V014,2025-03-15,88.52,1226.22,85.1,4.39,P0300,0
V014,2025-03-16,78.3,1304.53,78.78,4.3,NONE,0
V014,2025-03-17,94.4,1398.92,78.53,4.17,P0171,1
V014,2025-03-18,84.64,1483.56,78.98,4.43,P0171,0
V014,2025-03-19,73.74,1557.3,85.0,2.52,P0455,0
V014,2025-03-20,92.37,1649.67,83.96,3.07,NONE,0
V014,2025-03-21,54.99,1704.66,88.02,3.3,P0420,1
V014,2025-03-22,89.39,1794.06,88.57,2.74,NONE,0
V014,2025-03-23,71.27,1865.32,84.67,3.7,NONE,0
V014,2025-03-24,64.08,1929.4,86.69,3.22,P0171,0
V014,2025-03-25,94.88,2024.28,84.09,4.98,P0455,0
V014,2025-03-26,53.12,2077.4,76.98,4.39,NONE,0
V014,2025-03-27,42.67,2120.07,90.04,4.47,NONE,0
V014,2025-03-28,88.13,2208.2,77.1,3.4,NONE,0
V014,2025-03-29,55.78,2263.97,88.65,2.98,P0455,0
V014,2025-03-30,49.47,2313.45,85.16,2.6,NONE,0
V014,2025-03-31,71.86,2385.31,88.43,4.88,P0420,0
V014,2025-04-01,49.2,2434.5,94.92,3.95,P0300,0
V014,2025-04-02,112.34,2546.85,85.52,3.21,P0420,0
V014,2025-04-03,95.59,2642.43,83.55,4.87,P0300,0
V014,2025-04-04,76.22,2718.65,89.61,4.45,NONE,0
V014,2025-04-05,72.78,2791.43,67.64,3.01,NONE,0
V014,2025-04-06,54.95,2846.38,86.82,3.33,NONE,0
V014,2025-04-07,72.68,2919.06,87.22,2.68,NONE,0
V014,2025-04-08,27.92,2946.98,85.99,4.53,NONE,0
V014,2025-04-09,70.43,3017.4,89.79,4.23,NONE,0
V014,2025-04-10,93.6,3111.01,90.96,2.88,NONE,0
V014,2025-04-11,82.19,3193.2,90.26,3.21,P0300,0
V014,2025-04-12,69.92,3263.11,84.59,2.82,NONE,0
V014,2025-04-13,93.8,3356.92,72.21,2.64,NONE,0
V014,2025-04-14,58.26,3415.17,79.57,3.08,NONE,0
V014,2025-04-15,104.35,3519.52,89.1,4.62,P0420,0
V014,2025-04-16,45.48,3565.01,81.61,3.31,NONE,0
V014,2025-04-17,97.27,3662.28,87.9,2.95,P0455,0
V014,2025-04-18,95.67,3757.95,83.74,4.52,P0300,1
V014,2025-04-19,109.19,3867.14,76.4,4.15,P0420,0
V014,2025-04-20,81.71,3948.85,80.96,4.27,P0171,1
V014,2025-04-21,89.61,4038.45,82.15,3.96,P0300,0
V014,2025-04-22,93.01,4131.46,77.48,3.24,P0420,0
V014,2025-04-23,99.41,4230.87,89.02,2.76,P0420,0
V014,2025-04-24,119.91,4350.78,100.55,3.42,P0420,0
V014,2025-04-25,101.64,4452.42,89.98,3.65,P0171,0
V014,2025-04-26,84.6,4537.02,87.49,4.32,P0420,0
V014,2025-04-27,71.55,4608.57,88.38,4.52,P0420,0
V014,2025-04-28,68.83,4677.4,79.5,3.34,P0171,0
V014,2025-04-29,101.16,4778.57,89.69,3.91,P0300,0
V015,2025-03-01,79.89,79.89,88.34,3.45,P0300,0
V015,2025-03-02,89.08,168.97,82.33,4.34,NONE,0
V015,2025-03-03,74.12,243.09,84.64,4.6,NONE,0
V015,2025-03-04,78.79,321.89,87.27,3.09,P0171,0
V015,2025-03-05,97.81,419.69,87.88,3.87,NONE,0
V015,2025-03-06,116.38,536.08,85.2,4.66,P0455,0
V015,2025-03-07,89.84,625.92,82.37,3.88,NONE,0
V015,2025-03-08,60.07,685.99,83.6,4.66,P0171,1
V015,2025-03-09,70.42,756.41,80.69,3.23,P0455,1
