vehicle_id,driver_id,timestamp,engine_temp,fuel_level,speed,location,odometer,acceleration,brake_pressure,rpm,gear_position,check_engine_light,error_code,maintenance_required,tire_pressure,battery_voltage,oil_quality
VH0133,DRV049,2024-02-08 16:00:00,96.24817823053876,54.05987060556618,65.78533747292248,Algiers,4728.4699016876175,0.6872191272771326,0.3472176302767011,3228,3,0,None,0,32.3141600328974,12.547632822348294,69.4381217120507
VH0012,DRV063,2024-02-08 17:00:00,98.04942573637348,32.76797739624182,67.26527552209178,Oran,4732.701470234667,0.8513103778460264,0.48808454631023634,1634,2,0,None,0,30.26048213673677,12.813637087345493,94.69406415822459
VH0090,DRV062,2024-02-08 18:00:00,89.02654031107268,20.558966124724353,52.77133550428557,Oran,4735.567751363348,0.3846909771598674,0.3831013778601972,3050,D,0,None,0,35.19066548118696,12.767755410217125,66.10235924150695
VH0046,DRV049,2024-02-08 19:00:00,97.78774307977783,28.047755164244805,60.02477575698654,Constantine,4743.916226435582,0.567185269029011,0.10602418025320887,2255,3,0,None,0,33.8449523861738,12.770688334752583,52.56615821835529
VH0034,DRV051,2024-02-08 20:00:00,84.05327012837832,42.92889503009519,74.15527454705833,Oran,4747.664582347989,0.4721954325549961,0.4013324248366897,1704,D,0,None,0,31.028071233025464,12.817350555563893,95.87248419166391
VH0177,DRV033,2024-02-08 21:00:00,85.77431580978782,17.715121950603276,59.02680400544585,Constantine,4755.74870093829,0.16808990005433183,0.2352361665724927,1094,D,0,None,0,33.24970227282821,12.778914562244612,76.02742625246191
VH0078,DRV030,2024-02-08 22:00:00,76.87511309663688,96.42259558767506,62.62004333597361,Constantine,4762.34789570805,0.30377139663281977,0.3152676802549211,2088,N,0,None,0,32.97874565195967,12.4521938540019,88.65770810007007
VH0045,DRV059,2024-02-08 23:00:00,92.41409116370048,10.758844459987438,36.96064052336901,Constantine,4766.88565121782,0.7218030107581939,0.2649045771465463,1582,D,0,None,0,33.274001551448656,12.977708307308292,72.92659034043552
VH0155,DRV076,2024-02-09 00:00:00,93.25251675854344,98.55774344892191,58.971899455091766,Oran,4775.313393850226,0.6335605846002675,0.38089969941695884,1416,R,0,None,0,33.537586778057445,13.000983547249781,81.60784933799746
VH0073,DRV015,2024-02-09 01:00:00,101.7926315857923,84.18932860006726,29.82000047840836,Algiers,4780.2354300336065,0.6951824636292206,0.235963845033635,3360,N,0,None,0,33.14608011118401,12.619084377203357,79.33070699214366
VH0026,DRV082,2024-02-09 02:00:00,97.91140004355884,42.31516175137391,52.25782695962615,Constantine,4787.879811221821,0.46246671732926004,0.27438277662095245,2538,2,0,None,0,33.038025490941564,12.55720636907459,54.85338593838205
VH0047,DRV092,2024-02-09 03:00:00,87.15204443352567,73.98163343882102,60.95273336590349,Annaba,4795.393551210022,0.535916569897133,0.5292201916996511,1934,R,0,None,0,36.14136597468836,12.825332438349644,57.70044008070397
VH0121,DRV023,2024-02-09 04:00:00,78.21820312665723,67.15152436963861,71.50546191726856,Annaba,4797.871938939044,0.5890053858219004,0.41077515462105596,1561,1,0,None,0,31.34927473440292,12.285640999155298,91.69433640879356
VH0056,DRV078,2024-02-09 05:00:00,94.32850402519973,21.328691794893096,45.01260084822036,Tlemcen,4801.335020007102,0.4445929348265853,0.36273206308350375,1846,R,0,None,0,31.70106811855603,12.427181123131806,56.27245732968073
VH0094,DRV094,2024-02-09 06:00:00,101.10753172414641,33.90700861189464,65.60526215205154,Annaba,4805.9498567861265,0.5811862093348186,0.32922847365578783,1320,1,0,None,0,31.713094476812174,12.383317272418683,64.89057583589717
VH0107,DRV097,2024-02-09 07:00:00,97.55184973803944,51.31225628054579,82.02740106543192,Annaba,4810.606793995008,0.08086554694850628,0.30249578725456533,2603,1,0,P0300,0,30.205973074633036,12.276013171215697,80.12538918927547
VH0063,DRV045,2024-02-09 08:00:00,100.84477524857287,63.78441798877269,50.38884201426566,Constantine,4816.531074716396,0.5134479096458664,0.5847032201226633,3413,3,0,None,0,32.29369277112128,12.72523553561291,95.84950041650237
VH0048,DRV062,2024-02-09 09:00:00,87.88110468801757,54.28949813566215,36.79420617416014,Oran,4818.118013261871,0.4086124799009894,0.3592597474593122,1186,P,0,None,0,31.974654652868196,12.942010545295561,69.45872030217939
VH0061,DRV079,2024-02-09 10:00:00,85.33381031824355,47.298746100647385,64.34759935585633,Annaba,4823.033667014373,0.6047648161141598,0.20392950681348737,1823,P,0,None,0,33.60227360781646,12.342685657837952,75.98827010224467
VH0081,DRV071,2024-02-09 11:00:00,82.63098647768201,44.315227345490015,42.12004490195561,Oran,4829.146531380849,0.8435819502654576,0.30263645130830374,1056,R,0,None,0,30.62465307769029,12.434197424488021,98.33793765656452
VH0026,DRV015,2024-02-09 12:00:00,89.44103533386405,49.82644992950179,47.7150213978972,Algiers,4835.882618439989,0.6156278124926876,0.5079196492721377,2476,1,0,P0300,0,29.1086113127391,12.620898434795054,87.60026925466856
VH0036,DRV046,2024-02-09 13:00:00,89.21409204031181,43.435151984597034,73.85005412553728,Annaba,4839.725846208872,0.6290595194781945,0.5368171692742758,3072,N,0,None,0,34.23626028992805,12.620764439311266,66.31048983971309
VH0001,DRV064,2024-02-09 14:00:00,92.06677628539116,54.133007754571594,88.15348913065021,Algiers,4842.691450688992,0.9385375110202445,0.2163242932310829,1386,N,0,None,0,31.969248378257195,12.79057565194249,87.27656528846612
VH0008,DRV046,2024-02-09 15:00:00,88.70702542964491,88.79852990466668,44.98964825487772,Algiers,4847.042846937003,0.43686621539283677,0.31344842018175284,3055,D,0,None,1,30.769252175778764,12.601701784080815,67.18987619585775
VH0113,DRV056,2024-02-09 16:00:00,88.66372270273229,63.28293130546116,48.9387038997688,Tlemcen,4853.139012001484,0.32921240051033185,0.2649177588513206,1954,D,0,None,0,35.54983700735507,12.350342525508896,83.39890248132946
VH0099,DRV044,2024-02-09 17:00:00,82.23305947027856,72.26208749885402,53.40196556386771,Oran,4855.746979843291,0.2301704075307474,0.2295849492198601,1839,3,0,None,0,34.77903722106585,13.355391155918095,59.04621327162282
VH0180,DRV075,2024-02-09 18:00:00,99.41619013551491,59.74831337307766,51.782879197118596,Oran,4860.196009160827,0.8036546652063856,0.4551312510373098,1983,3,0,None,0,34.15364201464037,12.479785350459446,54.698864249909924
VH0047,DRV029,2024-02-09 19:00:00,90.76518062243711,64.30176824140023,88.99938770718052,Tlemcen,4864.299006957119,0.7307215639350816,0.41999822034225653,2717,N,0,None,0,30.04010418156257,12.488950271513747,69.65944585516719
VH0127,DRV095,2024-02-09 20:00:00,88.25556065714719,57.834982844818015,52.0414825546832,Constantine,4866.230802959895,0.2166310578166854,0.3741427364177966,2170,P,0,None,0,29.6934862140927,12.65940117879745,59.921540478098066
VH0056,DRV062,2024-02-09 21:00:00,82.52570746750796,2.6866522195823195,54.18372128210807,Tlemcen,4868.07034944449,0.7251439451284596,0.3575856737547007,3720,1,0,P0300,0,34.155638163585614,12.559804228146723,91.27648304494018
VH0014,DRV089,2024-02-09 22:00:00,76.68086889608914,99.95983822000198,84.24266209762239,Tlemcen,4876.05212687837,0.6032807477301587,0.4512574321462447,3568,R,0,None,0,33.79104867342881,12.684760560025971,80.60660436045154
VH0028,DRV052,2024-02-09 23:00:00,103.07964192549343,3.3609240212896685,68.65014467308951,Tlemcen,4882.678810637463,0.22583940477977038,0.44464697525053043,3023,N,0,None,0,33.702480861594836,12.544805439219623,53.455629801484946
VH0078,DRV054,2024-02-10 00:00:00,95.54638708131807,39.51480082336537,74.78848849423866,Algiers,4889.703468633518,0.5888153559677192,0.42122660796866573,3279,N,0,None,0,31.478499014063644,12.629849253056003,69.11167865529383
VH0130,DRV088,2024-02-10 01:00:00,73.76082157430034,10.511567829893343,46.40830690466413,Oran,4894.02547945689,0.5406107884681806,0.4292832321501823,2618,P,0,None,0,34.38074396261259,13.088522607576246,71.54033807136098
VH0109,DRV057,2024-02-10 02:00:00,97.63142300709657,9.692845044093247,52.047304752363964,Constantine,4899.321145497066,0.502518787438639,0.6321431877379778,1067,D,0,None,0,33.8466423768275,12.220453206920364,91.41481535084536
VH0154,DRV083,2024-02-10 03:00:00,99.2248117023311,79.35269516744836,44.40422463481559,Annaba,4905.470575102708,0.22813954633656064,0.26032800403510076,1218,1,0,None,0,34.57236226795217,12.454486100298976,94.45222154790545
VH0014,DRV066,2024-02-10 04:00:00,91.2437612230093,42.5925779358077,72.01892319053724,Annaba,4913.623870133209,1.0435406827952782,0.2894943694041672,1970,R,0,None,0,31.468122259953443,12.657414828506539,70.5572747478845
VH0187,DRV022,2024-02-10 05:00:00,105.98110895751759,80.11387082987649,78.37864811675166,Annaba,4919.4082748966575,0.26911203498191083,0.4809423926180506,2816,3,0,None,0,32.469647513803075,12.617528022807484,90.15904543357041
VH0056,DRV020,2024-02-10 06:00:00,92.16719642122882,27.27864706808315,51.00338446227731,Constantine,4923.071191982193,0.31461857139352456,0.4952692511037058,1456,3,0,None,0,31.324599533953602,12.4975062505915,88.25902542347436
VH0115,DRV033,2024-02-10 07:00:00,75.8317647205081,25.646279180623477,54.536380156435854,Annaba,4929.396428353756,0.2409651330478183,0.6917318475848184,3614,P,0,None,0,34.93323027163194,12.790489687191709,53.79956003871029
VH0007,DRV072,2024-02-10 08:00:00,93.65169001048321,25.123138181446215,55.19264902442013,Constantine,4928.726025813918,0.7705339675751537,0.3248336296017228,1311,2,0,None,0,31.025097907724362,12.39152904494323,55.97390414755509
VH0003,DRV025,2024-02-10 09:00:00,92.44897301712729,61.614562640791924,36.791640100827365,Annaba,4931.953716824808,0.2788233263414819,0.47544362996539785,2216,D,0,None,0,29.767721346953643,12.69224714141204,64.10873021371759
VH0111,DRV046,2024-02-10 10:00:00,83.96703151221845,81.49993898456,49.89266883360519,Annaba,4937.164847415374,0.42778591791951504,0.38060867105542784,3854,R,0,None,0,32.15552582220196,12.52155207496943,84.84049143152265
VH0151,DRV073,2024-02-10 11:00:00,95.73558836877424,45.22610100752406,71.59899322145401,Constantine,4943.4546162495935,0.5944497333637763,0.47201044199711184,2509,3,0,None,0,32.8190894763033,12.657763729864804,55.04443675620052
VH0107,DRV098,2024-02-10 12:00:00,73.32334733809138,37.924889064108235,46.86872243332359,Oran,4949.844757942022,0.07705525769824184,0.1895836101019981,2368,R,1,None,0,30.55377639476629,13.056545021569478,81.48042376001462
VH0018,DRV057,2024-02-10 13:00:00,99.9056682744279,97.35795542016493,61.39472793307482,Constantine,4954.047027730394,0.31647291214419515,0.39246687393249347,2542,P,0,None,0,28.94203368353321,12.59744449686947,50.01383840872637
VH0038,DRV087,2024-02-10 14:00:00,81.21878296394547,11.67540360116388,40.37971538303765,Constantine,4958.783293676219,0.3491474438704979,0.3858234688254475,3004,R,0,None,0,29.219284101500637,12.66607500867169,83.38233049506968
VH0115,DRV005,2024-02-10 15:00:00,80.15053874882967,48.66326820448925,57.83998633306698,Tlemcen,4963.1284367852095,0.719192048893418,0.3004678493358465,2732,D,0,None,0,33.395582569840116,12.815525792827966,97.83311375577642
VH0015,DRV055,2024-02-10 16:00:00,88.86175227692523,40.84877531814344,51.55018268120988,Algiers,4969.507440903583,0.46750758632076145,0.43156064591476856,3042,N,0,None,0,34.48531066193765,12.43247486665937,93.6910129286936
VH0192,DRV061,2024-02-10 17:00:00,94.32972928043635,9.812659658689038,41.67492774324349,Algiers,4975.5701745332835,0.4132374720415295,0.3003584966470534,1538,D,0,None,0,32.19837227864632,13.094265100392459,88.7164722073899
VH0119,DRV089,2024-02-10 18:00:00,91.6392406359343,26.820036208821918,71.85579144232668,Oran,4980.381396310751,0.7141840894765734,0.4051344355514357,985,P,0,None,1,32.67646496295759,12.965016624857638,64.22012956839735
VH0028,DRV008,2024-02-10 19:00:00,82.57340834227622,2.844121257911203,72.69941041801528,Oran,4984.113470925228,0.4029826756249967,0.3596186689923926,3863,R,0,None,0,35.31408839490413,12.412012037496863,52.51620290995467
VH0039,DRV016,2024-02-10 20:00:00,84.93910708808112,87.6954288982957,45.45691931646037,Oran,4989.891556110946,0.7637054581619269,0.34655493654710456,2676,N,0,None,0,30.979616828645728,12.668825205272674,94.28643306444103
VH0185,DRV048,2024-02-10 21:00:00,78.66957652622538,60.784952899040114,56.757248037094094,Algiers,4995.083885054053,1.0371034383644475,0.4238048334559517,3862,3,0,None,0,33.32573346914732,12.242143280376602,56.142965873502924
VH0017,DRV061,2024-02-10 22:00:00,87.7532009837013,81.50184978702507,60.664780246086735,Oran,5003.100115968411,0.7550259788384813,0.44137519298848626,3974,1,0,None,0,31.31246338848229,13.10671769508466,52.05543939352346
VH0086,DRV015,2024-02-10 23:00:00,100.7502121451091,52.15544524029898,32.77857319308226,Oran,5008.004712615523,0.9101276445653772,0.34695272174148756,3714,D,0,None,0,33.6809629811313,12.602644134555586,78.76287510564512
VH0126,DRV065,2024-02-11 00:00:00,89.95737062356123,59.950982942189434,39.04360910408952,Constantine,5012.574419431747,0.6270777335588982,0.3154454206430931,1923,2,0,None,1,30.68242865438231,12.721893121751467,76.69958514974384
VH0044,DRV022,2024-02-11 01:00:00,98.59414254759453,70.08544778091648,79.29426654550171,Constantine,5015.914253911848,0.5571525253072733,0.38360800325785616,1406,1,0,None,0,29.868992594836275,12.893651854063558,59.02327161557773
VH0025,DRV003,2024-02-11 02:00:00,104.55401337726192,90.8011627464215,44.02309655246144,Algiers,5023.969117969289,0.497348957066716,0.4415230867274855,3180,2,0,None,0,32.46953218387334,12.567074638405996,76.04672573419089
VH0145,DRV054,2024-02-11 03:00:00,84.11981480963033,9.175188782584575,78.87274662377544,Constantine,5029.134869709094,0.7131519703812923,0.4635097982554865,3071,P,0,P0420,0,32.796664554343664,12.81595796915502,62.71446583998489
VH0013,DRV014,2024-02-11 04:00:00,88.13426746944636,33.09483947357269,39.81879488425004,Oran,5034.615183563161,0.24648053607137071,0.3472272043016524,1886,P,0,None,0,31.876495662455383,12.488878724298209,88.37022421661013
VH0025,DRV036,2024-02-11 05:00:00,111.71192861062495,70.90261907000006,69.88241665710605,Constantine,5043.036454102625,0.7199495312569494,0.291904875115963,1035,1,0,None,0,29.02832320552775,12.722209042582048,91.84608702134474
VH0068,DRV082,2024-02-11 06:00:00,104.44343411979945,95.83505630013927,55.330453387344974,Tlemcen,5050.360426526141,0.422962708080413,0.3634074589145164,2609,2,0,None,0,30.49442682808624,12.628712450885372,66.14142617330594
VH0138,DRV082,2024-02-11 07:00:00,73.27595474187648,98.08074284900054,57.438505962684495,Constantine,5052.591673601788,0.6331086046445907,0.40519781273413613,3753,N,0,None,0,30.16549030984902,12.388052395591819,97.69726600581569
VH0067,DRV067,2024-02-11 08:00:00,93.87148316060906,63.81030091372624,87.83903870300946,Algiers,5059.993176163736,0.5398514825057839,0.18678559594607888,3743,R,0,None,0,32.41510988973466,12.674864240018573,69.60065127798615
VH0109,DRV010,2024-02-11 09:00:00,90.00559992339696,19.359847775486728,41.187200485219776,Oran,5067.312668530133,0.644916137531205,0.386396184514997,1165,2,0,P0300,0,30.885630805615573,12.904378999713511,96.49791536615157
VH0146,DRV049,2024-02-11 10:00:00,98.26453110858762,11.920891141395673,68.92197294391606,Oran,5068.820058942642,0.6627806067788908,0.2868191322109546,1135,1,0,P0001,0,36.07542873150171,12.695082600071139,78.54560029192781
VH0111,DRV065,2024-02-11 11:00:00,82.55021232514945,94.60436442804254,68.30234495336732,Algiers,5076.84530981302,0.5608976444240937,0.36598996525065264,2238,2,0,None,0,32.81971201272556,11.444375523184949,58.03820795461485
VH0111,DRV091,2024-02-11 12:00:00,81.60391627959328,43.39276894625075,110.31860083749567,Constantine,5080.6883663382905,0.5491941456056113,0.36102090095909145,1042,N,0,None,0,33.93072049203398,12.532512286578783,71.45532126701517
VH0034,DRV057,2024-02-11 13:00:00,83.23929284706391,19.48160332626848,43.84303769652171,Oran,5087.203933276138,0.40944281643510505,0.33420969446320775,1236,R,0,None,0,31.328023774311575,12.249470753607532,66.97361082560806
VH0111,DRV027,2024-02-11 14:00:00,84.28071453801567,93.3892515777601,50.61022809744845,Oran,5091.176585565226,0.5120932246119626,0.3550366742037709,2236,1,0,None,0,33.12851573652406,12.989871399453136,89.78671890138881
VH0008,DRV075,2024-02-11 15:00:00,98.15324166809015,10.452427156431188,72.23883428748832,Tlemcen,5100.72384634633,0.3465176605169473,0.5162312522861752,3408,1,0,None,0,32.07603594763186,12.995697803871337,89.88035177295377
VH0168,DRV005,2024-02-11 16:00:00,78.1879882685112,72.95710968570751,56.99604211197205,Algiers,5106.140776495533,0.2719400407885346,0.36879442390986533,879,P,1,None,0,32.35040693659466,12.851556649681898,91.86584659964589
VH0113,DRV071,2024-02-11 17:00:00,83.77386100040681,62.526302754333415,53.05423564902376,Constantine,5112.949468303984,0.1791955788787451,0.7038988644608414,2904,P,0,None,0,34.495506167479036,12.746681595749912,54.45486641493897
VH0083,DRV083,2024-02-11 18:00:00,72.1098760949856,8.773466438089184,74.36267232484748,Constantine,5118.260555918087,0.6544905697710784,0.3429342659273815,3837,D,0,None,0,35.40396883505389,12.50246387620015,52.47099109443593
VH0042,DRV057,2024-02-11 19:00:00,100.07117823412374,33.87487956394422,56.00147345544419,Oran,5121.158308629966,0.29499705431953227,0.27921721967771007,3448,2,0,None,0,33.40720455141283,12.431867918995367,95.61919799094404
VH0169,DRV093,2024-02-11 20:00:00,102.71030099431141,14.993068954001066,46.62211394427874,Annaba,5125.986118719646,0.6168373637500708,0.5013208211200636,2244,R,0,None,0,32.05957121440825,12.554596741255295,61.10186337028382
VH0101,DRV015,2024-02-11 21:00:00,86.72926569136213,60.44985925331613,70.89315232142971,Tlemcen,5128.175979091365,0.5185679327656192,0.29873642834994907,3535,R,0,P0001,0,30.329384182149735,12.606060373975259,68.74686181453129
VH0006,DRV099,2024-02-11 22:00:00,87.02050635186777,47.711303167742884,65.6293201204179,Tlemcen,5133.769806188147,0.2606026702246815,0.34904775810887234,2162,R,0,None,0,33.068172102931676,11.783687311042899,75.17448932261087
VH0180,DRV076,2024-02-11 23:00:00,94.53221902282897,0.4275124660490959,55.30730106591035,Tlemcen,5138.355427490753,0.17283101399254752,0.1774054715238192,2068,2,0,P0300,0,30.07511566876172,13.170528822477555,97.49274607090561
VH0026,DRV030,2024-02-12 00:00:00,104.74482007378256,97.5710566283908,54.595477218599676,Oran,5140.578280429237,0.574599756306871,0.37662535712178197,1945,N,0,None,0,32.81547479933184,12.615053165064808,83.54408280229518
VH0064,DRV020,2024-02-12 01:00:00,94.08610747563917,34.95846498895404,46.27640092589155,Algiers,5144.672367351825,0.2761985252695157,0.6127726673160682,2462,1,0,None,0,31.0052786622502,12.737809816432572,65.96449618173122
VH0187,DRV037,2024-02-12 02:00:00,83.02458057524885,25.820439283705,70.87645282673013,Algiers,5147.505493190427,0.5530852101873611,0.4494364701240131,1685,D,0,None,0,29.75517374780602,12.636593878713592,82.15533664371182
VH0184,DRV003,2024-02-12 03:00:00,73.8117742801356,22.244295579410267,54.59838274118438,Tlemcen,5151.59011960783,0.6090120703874974,0.38350700110244446,3967,R,0,None,0,32.67677199279144,12.764917743545315,98.3991008673202
VH0059,DRV073,2024-02-12 04:00:00,78.84873737336513,15.881589617356784,48.45231144639495,Annaba,5156.288222014065,0.2835057752246041,0.3367473470339932,1562,2,0,None,0,29.966942228841518,12.35157285263808,51.08842381885342
VH0109,DRV041,2024-02-12 05:00:00,90.73219450312465,99.91370762165099,40.716672492122186,Annaba,5162.740041192441,0.2250170445877825,0.25681830628668545,3473,3,0,P0001,0,31.300536603750363,12.68713569126234,60.18965243779099
VH0198,DRV039,2024-02-12 06:00:00,83.44672476799205,29.510946788160485,65.88231536863255,Constantine,5165.984469437087,0.46256506265593567,0.604726968149932,2436,D,0,None,0,31.402521320556076,12.945819924194039,81.09877976436644
VH0121,DRV026,2024-02-12 07:00:00,91.94967705990759,40.551349722428164,52.37125531630504,Annaba,5169.337663653563,0.43890293840102024,0.19293523046094452,2522,N,0,None,0,32.442561369019195,12.520340040025246,51.07269351729519
VH0033,DRV002,2024-02-12 08:00:00,84.47075983763766,87.1355916178089,29.80987029016393,Tlemcen,5175.018792985645,0.3558101648753291,0.4836813754393854,1414,P,0,None,0,35.87098969211095,12.682007919657059,93.3606000899319
VH0181,DRV023,2024-02-12 09:00:00,79.41853568705588,64.18875035428782,41.950968155339304,Constantine,5180.140882663902,0.09300932434226439,0.39388769988432437,3627,D,0,None,1,35.3138415838894,12.685409377625433,70.08947859263321
VH0150,DRV023,2024-02-12 10:00:00,78.2296836854693,36.86944117452725,56.49604596511526,Tlemcen,5186.643397157655,0.7018359460935268,0.4294228733425079,942,3,0,None,0,30.81793091070012,12.386488841258878,89.2086125568976
VH0021,DRV085,2024-02-12 11:00:00,105.6235450937323,89.8328435923853,56.916935026242484,Algiers,5191.232411637002,0.481274121042168,0.565754733047905,1390,1,0,None,0,30.42868836980436,13.259837800450603,86.68088192551846
VH0198,DRV016,2024-02-12 12:00:00,98.88987749183643,74.97242022136001,56.34686624444024,Tlemcen,5197.33456360735,0.6145591962925386,0.28318424058725433,2395,N,0,None,0,32.61241414419937,12.314209693396322,80.92174947063192
VH0070,DRV009,2024-02-12 13:00:00,107.30517951827959,22.790050754169965,54.25865832648658,Constantine,5196.534428972033,0.4874326084466021,0.4492561540716332,2661,3,0,None,0,32.4353942579084,13.008290096432983,79.93961596818328
VH0112,DRV013,2024-02-12 14:00:00,95.39950900755103,64.37389945999205,37.86219415895383,Tlemcen,5200.06630557773,0.6774561972991736,0.26283660152718236,1074,N,0,None,0,30.61830285440877,12.90616909060346,99.68016606670908
VH0004,DRV028,2024-02-12 15:00:00,85.70008591385161,92.23984982924016,46.88177213776423,Oran,5205.133251275057,0.44878983975628967,0.624136177386331,3284,D,0,None,0,28.24545817853599,12.391762584422588,52.930107793759
VH0094,DRV027,2024-02-12 16:00:00,103.23340922489938,49.64608784504125,77.75665479726152,Constantine,5209.9148467447985,0.43408995148579904,0.3853402548774143,1468,R,0,None,0,30.772321353031817,12.322978345259768,70.90017000113836
VH0075,DRV051,2024-02-12 17:00:00,89.66931998638232,73.36124028316672,75.54342190279598,Annaba,5215.205330468752,0.32820003378889306,0.26593926473902163,3549,N,0,None,0,32.45826950980658,12.450778008128763,91.49074243633615
VH0190,DRV064,2024-02-12 18:00:00,92.20841770290352,97.11037439891592,68.66927673516076,Algiers,5221.965742862013,0.5524325349456809,0.37360089779528033,3477,2,0,None,0,30.237997071452032,12.604971975826748,71.72767294810606
VH0062,DRV052,2024-02-12 19:00:00,89.57175620924481,69.0414140895213,67.34253906061002,Annaba,5225.912287193838,0.4257843682325308,0.4370880265674949,2562,P,0,P0300,0,32.39792376523214,12.733391861082634,87.23553153451665
VH0094,DRV081,2024-02-12 20:00:00,60.53095780715985,10.243868976608061,73.57133862098237,Tlemcen,5231.51322897295,0.39740780892618965,0.5743672607215888,2584,N,0,None,0,30.821282527957518,12.476768750617005,88.15198993553746
VH0095,DRV038,2024-02-12 21:00:00,106.04735012294853,24.455955093128935,43.1880789376185,Annaba,5236.046405826375,0.15989778092911572,0.3660148581753113,3584,2,0,None,0,32.77856933075353,12.076330887206396,56.37570193492559
VH0152,DRV100,2024-02-12 22:00:00,94.91003945957753,59.50964373426489,60.493925501354234,Constantine,5241.977337703864,0.4158967960975672,0.327674324806412,1693,1,0,None,0,35.66786752837777,12.449889309056871,96.09932347904082
VH0055,DRV065,2024-02-12 23:00:00,93.2982306086851,27.55558153719061,43.195992740295594,Oran,5247.955613209829,0.5803747952199602,0.5046202086214477,2957,P,0,None,0,31.420024069876273,12.359600511577218,74.47464779007362
VH0137,DRV018,2024-02-13 00:00:00,89.3822393772944,95.75417053891398,43.4562829535209,Annaba,5250.754229381492,0.4731930333871074,0.4013688719106649,3698,D,0,None,0,33.62493117500872,12.198679870498863,87.31590851668477
VH0131,DRV063,2024-02-13 01:00:00,91.63427820386131,40.53520340221738,65.52097406620412,Tlemcen,5256.4419137539535,0.6130113554461312,0.39474181852055434,1607,R,0,None,0,33.76357498472166,12.524974695692386,97.60443213613875
VH0031,DRV051,2024-02-13 02:00:00,84.02721064153752,45.7230405732365,74.20125658703813,Annaba,5262.6278318287395,0.2928086248606059,0.4239892317895795,1091,P,0,None,0,29.75430370593302,12.36235580232225,79.12159499394491
VH0040,DRV009,2024-02-13 03:00:00,96.16579352307271,70.16020934701173,57.09226298366193,Annaba,5267.920523752789,0.38636990886324024,0.1987290603265034,2532,2,1,None,0,30.729256151525526,12.727239913642828,82.13119310098476
VH0036,DRV013,2024-02-13 04:00:00,76.92901655600868,52.42497313418741,84.73500648314253,Constantine,5273.671445702668,0.5768630081211823,0.3840410760640363,1793,3,0,None,0,32.44550847564007,12.721876292813823,66.24664559578905
VH0152,DRV040,2024-02-13 05:00:00,91.86068432470547,38.21459668887683,63.17676490568305,Tlemcen,5279.003434058103,0.49480530800377687,0.33618925277533795,3302,D,0,None,0,33.28975653849795,12.820629795250426,83.02892212130806
VH0006,DRV055,2024-02-13 06:00:00,95.61573470571105,7.6637875154578765,48.348217013752325,Tlemcen,5282.443004701305,-0.09987076812791185,0.3299434212855633,1153,P,0,None,0,28.514207036752236,12.989629196999337,54.89952992758453
VH0066,DRV079,2024-02-13 07:00:00,88.01330866177096,59.64455895078638,43.699071721894924,Oran,5286.509824586363,0.3870211180951349,0.4220438980506693,1497,R,0,None,0,32.52441572971406,12.63472039016307,62.69683466774661
VH0075,DRV043,2024-02-13 08:00:00,93.70867792471024,86.75800307940347,75.27197226277075,Constantine,5291.849083863403,0.28128597527863003,0.14059848902126482,1094,2,0,None,0,29.14212360249216,12.641735527995182,91.17460013794368
VH0004,DRV044,2024-02-13 09:00:00,80.0866560776575,68.57624417600562,61.926886736097224,Constantine,5296.690392631986,0.46760737375621364,0.28942922308843505,1421,1,0,None,0,29.62215777151953,12.501154582092472,74.27346797490827
VH0079,DRV068,2024-02-13 10:00:00,80.34173229104036,38.14950100469522,70.14071067254223,Algiers,5300.370735607921,-0.1180764953734873,0.39899892668019293,1141,2,0,None,0,30.873703786537384,12.422660682704416,54.536141615405604
VH0134,DRV033,2024-02-13 11:00:00,92.36717121026393,12.772606462312941,20.130551093201376,Oran,5303.99148526389,0.5405953987486138,0.4458215503501527,3272,N,0,None,0,31.838428329284742,12.340136832562933,89.77901243516433
VH0118,DRV024,2024-02-13 12:00:00,96.78549654621051,81.63381869042439,63.67008051520408,Oran,5308.853556536291,0.6326747292685067,0.38523078743726136,2266,N,0,None,1,34.444212215835954,12.800533548969547,88.68506478499991
VH0113,DRV036,2024-02-13 13:00:00,71.2513434449829,94.17483622312048,52.323387172556444,Tlemcen,5311.067357110336,0.37668867451390475,0.2641067561823921,1543,R,0,None,1,32.14106925556451,11.87896324206271,56.403657865303764
VH0094,DRV010,2024-02-13 14:00:00,95.22020635110766,38.82729907962648,39.09360696124703,Tlemcen,5315.074649182471,0.44477762929798903,0.35749622455099483,3284,R,0,None,0,32.9333300158707,12.370213555724838,78.55177552412525
VH0179,DRV100,2024-02-13 15:00:00,84.56798499623663,72.86421891840615,59.05976485577362,Oran,5322.564978953903,0.35674184015462795,0.49524898977692167,2270,P,0,None,0,29.602986571745397,12.808069919988801,84.20106279034576
VH0062,DRV020,2024-02-13 16:00:00,88.07193912692587,41.07634398907557,76.37720300481683,Constantine,5328.107589860704,0.8168146486422478,0.5073166495035313,2504,N,0,None,0,30.756133224066023,12.118668850677363,62.43784489729276
VH0185,DRV075,2024-02-13 17:00:00,76.60482076434963,50.226693885219944,93.99342429629579,Algiers,5332.20427263288,0.7650960878080397,0.34480187772808724,2321,N,0,None,0,31.40522203606756,12.758305388319974,95.28093010322323
